dt,AverageTemperature,AverageTemperatureUncertainty,Country
1798-07-01,17.636,3.341,Belgium
1798-08-01,18.02,6.752000000000002,Belgium
1798-09-01,14.695,4.097,Belgium
1798-10-01,10.152999999999999,3.393,Belgium
1798-11-01,4.4540000000000015,3.74,Belgium
1798-12-01,-1.5550000000000002,2.765,Belgium
1799-01-01,-2.676,2.925,Belgium
1799-02-01,1.465,2.911,Belgium
1799-03-01,3.159,3.4360000000000004,Belgium
1799-04-01,6.129,5.113,Belgium
1799-05-01,11.408,1.892,Belgium
1799-06-01,14.927,4.063,Belgium
1799-07-01,16.590999999999998,3.258,Belgium
1799-08-01,16.605999999999998,1.399,Belgium
1799-09-01,13.778,3.535,Belgium
1799-10-01,8.946,2.497,Belgium
1799-11-01,5.215,2.65,Belgium
1799-12-01,-2.672000000000001,1.743,Belgium
1800-01-01,1.218,2.313,Belgium
1800-02-01,0.3489999999999997,5.1720000000000015,Belgium
1800-03-01,2.3939999999999992,4.566,Belgium
1800-04-01,11.625,2.161,Belgium
1800-05-01,15.286,1.54,Belgium
1800-06-01,13.972000000000001,1.567,Belgium
1800-07-01,17.664,1.7819999999999998,Belgium
1800-08-01,18.615,3.293,Belgium
1800-09-01,15.124,3.259,Belgium
1800-10-01,9.071,3.153,Belgium
1800-11-01,6.097,3.15,Belgium
1800-12-01,1.7419999999999998,2.741,Belgium
1801-01-01,2.8139999999999996,1.909,Belgium
1801-02-01,2.097,1.022,Belgium
1801-03-01,6.614,1.6980000000000002,Belgium
1801-04-01,8.962,2.035,Belgium
1801-05-01,13.903,2.574,Belgium
1801-06-01,14.684,2.023,Belgium
1801-07-01,16.703,3.868,Belgium
1801-08-01,17.564,2.215,Belgium
1801-09-01,15.408,2.01,Belgium
1801-10-01,10.735,1.668,Belgium
1801-11-01,5.282,1.601,Belgium
1801-12-01,2.407,5.029,Belgium
1802-01-01,-1.853,1.883,Belgium
1802-02-01,2.59,2.001,Belgium
1802-03-01,5.2010000000000005,2.779,Belgium
1802-04-01,9.485,2.532,Belgium
1802-05-01,12.545,2.587,Belgium
1802-06-01,16.136,2.099,Belgium
1802-07-01,15.659,2.281,Belgium
1802-08-01,19.203,2.24,Belgium
1802-09-01,14.809000000000001,3.781,Belgium
1802-10-01,10.862,4.714,Belgium
1802-11-01,4.9540000000000015,2.733,Belgium
1802-12-01,2.721,2.525,Belgium
1803-01-01,-2.514,4.683,Belgium
1803-02-01,-0.5630000000000002,3.865,Belgium
1803-03-01,4.423,3.175,Belgium
1803-04-01,10.468,2.897,Belgium
1803-05-01,10.880999999999998,2.19,Belgium
1803-06-01,14.993,1.706,Belgium
1803-07-01,19.087,1.995,Belgium
1803-08-01,17.88,3.113,Belgium
1803-09-01,12.168,1.328,Belgium
1803-10-01,8.72,3.32,Belgium
1803-11-01,5.004,3.009,Belgium
1803-12-01,2.822,3.908,Belgium
1804-01-01,4.35,5.85,Belgium
1804-02-01,1.339,3.01,Belgium
1804-03-01,3.587,4.842,Belgium
1804-04-01,7.414999999999999,2.7110000000000003,Belgium
1804-05-01,14.483,1.741,Belgium
1804-06-01,16.609,0.968,Belgium
1804-07-01,17.015,3.485,Belgium
1804-08-01,16.495,2.278,Belgium
1804-09-01,15.528,5.102,Belgium
1804-10-01,9.902999999999999,2.503,Belgium
1804-11-01,4.3389999999999995,5.44,Belgium
1804-12-01,-1.202,4.613,Belgium
1805-01-01,-1.5700000000000005,2.379,Belgium
1805-02-01,1.587,3.013,Belgium
1805-03-01,4.478999999999999,2.0540000000000003,Belgium
1805-04-01,7.4449999999999985,3.934,Belgium
1805-05-01,11.026,1.272,Belgium
1805-06-01,13.92,2.947,Belgium
1805-07-01,15.833,2.592,Belgium
1805-08-01,16.21,2.719,Belgium
1805-09-01,14.879000000000001,3.542,Belgium
1805-10-01,6.800000000000002,2.357,Belgium
1805-11-01,2.2319999999999998,3.4130000000000003,Belgium
1805-12-01,1.914,1.433,Belgium
1806-01-01,3.6310000000000002,2.195,Belgium
1806-02-01,4.175,4.249,Belgium
1806-03-01,4.885,2.919,Belgium
1806-04-01,6.356,4.185,Belgium
1806-05-01,15.227,2.619,Belgium
1806-06-01,15.565,2.155,Belgium
1806-07-01,16.942,1.5530000000000002,Belgium
1806-08-01,16.935,2.424,Belgium
1806-09-01,14.790999999999999,3.0010000000000003,Belgium
1806-10-01,9.161,0.999,Belgium
1806-11-01,7.181,1.714,Belgium
1806-12-01,6.613999999999999,3.431,Belgium
1807-01-01,1.1909999999999998,2.821,Belgium
1807-02-01,3.582,5.504,Belgium
1807-03-01,2.003,5.125,Belgium
1807-04-01,7.675999999999998,2.364,Belgium
1807-05-01,14.329999999999998,1.6869999999999998,Belgium
1807-06-01,15.253,1.74,Belgium
1807-07-01,19.541,3.653,Belgium
1807-08-01,20.213,3.22,Belgium
1807-09-01,12.123,1.22,Belgium
1807-10-01,10.895,1.614,Belgium
1807-11-01,4.833,2.991,Belgium
1807-12-01,1.5229999999999997,1.508,Belgium
1808-01-01,1.005,3.015,Belgium
1808-02-01,1.2839999999999998,2.482,Belgium
1808-03-01,1.6159999999999997,6.141,Belgium
1808-04-01,6.033,1.5119999999999998,Belgium
1808-05-01,15.735,4.532,Belgium
1808-06-01,15.107999999999999,1.301,Belgium
1808-07-01,19.783,1.648,Belgium
1808-08-01,18.484,2.282,Belgium
1808-09-01,13.86,4.192,Belgium
1808-10-01,7.726000000000001,1.958,Belgium
1808-11-01,4.918,2.837,Belgium
1808-12-01,-1.1130000000000004,1.846,Belgium
1809-01-01,0.4039999999999999,5.199,Belgium
1809-02-01,5.643,3.514,Belgium
1809-03-01,5.244,3.891,Belgium
1809-04-01,5.422999999999999,5.735,Belgium
1809-05-01,14.457,3.128,Belgium
1809-06-01,14.855,1.835,Belgium
1809-07-01,16.637999999999998,1.72,Belgium
1809-08-01,16.852999999999998,1.2919999999999998,Belgium
1809-09-01,13.472000000000001,2.8510000000000004,Belgium
1809-10-01,8.192,6.15,Belgium
1809-11-01,3.603,3.663,Belgium
1809-12-01,3.475,4.982,Belgium
1810-01-01,-1.958,7.051,Belgium
1810-02-01,0.5169999999999999,5.747999999999998,Belgium
1810-03-01,5.669,2.548,Belgium
1810-04-01,8.293999999999999,4.668,Belgium
1810-05-01,11.565,3.159,Belgium
1810-06-01,14.873,3.872,Belgium
1810-07-01,16.551,3.837,Belgium
1810-08-01,16.679000000000002,2.8480000000000003,Belgium
1810-09-01,15.89,1.655,Belgium
1810-10-01,9.291,5.459,Belgium
1810-11-01,5.888,3.158,Belgium
1810-12-01,3.5780000000000003,4.025,Belgium
1811-01-01,-2.2880000000000003,3.712,Belgium
1811-02-01,3.9330000000000003,5.352,Belgium
1811-03-01,7.183999999999998,3.0660000000000003,Belgium
1811-04-01,10.35,1.264,Belgium
1811-05-01,16.021,3.647,Belgium
1811-06-01,17.646,4.009,Belgium
1811-07-01,18.515,2.998,Belgium
1811-08-01,16.779999999999998,5.1320000000000014,Belgium
1811-09-01,14.532,3.253,Belgium
1811-10-01,12.575999999999999,5.774,Belgium
1811-11-01,7.035,6.134,Belgium
1811-12-01,2.9410000000000003,3.4610000000000003,Belgium
1812-01-01,-0.125,3.639,Belgium
1812-02-01,4.307,0.991,Belgium
1812-03-01,4.026,3.431,Belgium
1812-04-01,5.949999999999998,3.337,Belgium
1812-05-01,14.249,3.221,Belgium
1812-06-01,15.54,1.476,Belgium
1812-07-01,16.18,2.145,Belgium
1812-08-01,16.471999999999998,5.694,Belgium
1812-09-01,13.865,1.186,Belgium
1812-10-01,10.409,4.178,Belgium
1812-11-01,2.909,3.895,Belgium
1812-12-01,-2.3750000000000004,4.534,Belgium
1813-01-01,-0.6259999999999999,5.586,Belgium
1813-02-01,4.43,2.03,Belgium
1813-03-01,4.9449999999999985,9.268,Belgium
1813-04-01,9.38,1.203,Belgium
1813-05-01,14.149000000000001,7.3,Belgium
1813-06-01,15.245999999999999,3.722,Belgium
1813-07-01,16.794999999999998,2.369,Belgium
1813-08-01,16.262999999999998,1.245,Belgium
1813-09-01,13.368,2.255,Belgium
1813-10-01,8.870000000000003,1.727,Belgium
1813-11-01,4.414,2.411,Belgium
1813-12-01,1.2939999999999998,2.296,Belgium
1814-01-01,-2.789,3.975,Belgium
1814-02-01,-1.8470000000000004,1.504,Belgium
1814-03-01,2.131,3.083,Belgium
1814-04-01,10.134,1.861,Belgium
1814-05-01,11.472000000000001,1.6269999999999998,Belgium
1814-06-01,14.651,1.812,Belgium
1814-07-01,18.502,3.579,Belgium
1814-08-01,16.590999999999998,1.703,Belgium
1814-09-01,13.438,2.014,Belgium
1814-10-01,8.100000000000001,4.968,Belgium
1814-11-01,5.345,7.483,Belgium
1814-12-01,3.5860000000000003,8.675,Belgium
1815-01-01,-2.24,2.25,Belgium
1815-02-01,4.441,6.857,Belgium
1815-03-01,7.4049999999999985,5.381,Belgium
1815-04-01,9.188,2.718,Belgium
1815-05-01,14.073,3.606,Belgium
1815-06-01,15.968,3.177,Belgium
1815-07-01,16.331,3.345,Belgium
1815-08-01,16.522000000000002,2.67,Belgium
1815-09-01,13.915999999999999,1.494,Belgium
1815-10-01,9.882,4.254,Belgium
1815-11-01,3.381,2.898,Belgium
1815-12-01,0.718,2.759,Belgium
1816-01-01,1.4380000000000002,4.7,Belgium
1816-02-01,0.6829999999999999,2.623,Belgium
1816-03-01,3.9709999999999988,3.032,Belgium
1816-04-01,8.517999999999999,5.1960000000000015,Belgium
1816-05-01,11.337,2.338,Belgium
1816-06-01,13.752,2.103,Belgium
1816-07-01,15.321,2.71,Belgium
1816-08-01,14.744000000000002,1.061,Belgium
1816-09-01,12.757,1.4269999999999998,Belgium
1816-10-01,9.433,7.576,Belgium
1816-11-01,2.5639999999999996,8.3,Belgium
1816-12-01,1.857,2.009,Belgium
1817-01-01,3.6860000000000004,5.731,Belgium
1817-02-01,5.23,3.262,Belgium
1817-03-01,4.699,3.305,Belgium
1817-04-01,5.723999999999998,2.918,Belgium
1817-05-01,11.611,2.988,Belgium
1817-06-01,17.346,1.815,Belgium
1817-07-01,16.283,1.368,Belgium
1817-08-01,15.681,2.533,Belgium
1817-09-01,15.475,3.17,Belgium
1817-10-01,6.0710000000000015,3.694,Belgium
1817-11-01,7.348000000000001,2.569,Belgium
1817-12-01,1.255,2.773,Belgium
1818-01-01,3.1580000000000004,4.26,Belgium
1818-02-01,2.099,1.92,Belgium
1818-03-01,4.94,2.459,Belgium
1818-04-01,9.549,7.1389999999999985,Belgium
1818-05-01,12.71,4.221,Belgium
1818-06-01,17.961,5.4110000000000005,Belgium
1818-07-01,19.025,4.059,Belgium
1818-08-01,16.845,1.855,Belgium
1818-09-01,14.369000000000002,2.826,Belgium
1818-10-01,9.568999999999999,2.857,Belgium
1818-11-01,7.056,6.278,Belgium
1818-12-01,-0.0030000000000001137,2.539,Belgium
1819-01-01,3.137,3.219,Belgium
1819-02-01,3.7689999999999997,4.065,Belgium
1819-03-01,5.273999999999999,7.859,Belgium
1819-04-01,10.021,1.62,Belgium
1819-05-01,14.300999999999998,2.387,Belgium
1819-06-01,16.202,1.802,Belgium
1819-07-01,18.968,0.865,Belgium
1819-08-01,18.53,1.5619999999999998,Belgium
1819-09-01,14.922,1.157,Belgium
1819-10-01,9.074,1.84,Belgium
1819-11-01,3.3710000000000004,2.2880000000000003,Belgium
1819-12-01,1.2399999999999998,2.763,Belgium
1820-01-01,-2.3000000000000003,8.484,Belgium
1820-02-01,2.035,3.574,Belgium
1820-03-01,3.362,3.008,Belgium
1820-04-01,10.415999999999999,1.361,Belgium
1820-05-01,13.800999999999998,2.173,Belgium
1820-06-01,14.749,0.989,Belgium
1820-07-01,17.304000000000002,3.784,Belgium
1820-08-01,17.936,2.901,Belgium
1820-09-01,13.139000000000001,1.979,Belgium
1820-10-01,8.345,1.009,Belgium
1820-11-01,2.9480000000000004,0.928,Belgium
1820-12-01,1.5290000000000001,1.95,Belgium
1821-01-01,2.153,4.1930000000000005,Belgium
1821-02-01,0.2819999999999996,5.582999999999998,Belgium
1821-03-01,5.759,1.998,Belgium
1821-04-01,10.95,2.359,Belgium
1821-05-01,11.261,1.558,Belgium
1821-06-01,13.824000000000002,3.2430000000000003,Belgium
1821-07-01,15.706,2.406,Belgium
1821-08-01,17.587,1.516,Belgium
1821-09-01,15.252,1.56,Belgium
1821-10-01,9.279,0.669,Belgium
1821-11-01,7.897,2.785,Belgium
1821-12-01,5.881,2.353,Belgium
1822-01-01,3.136,2.718,Belgium
1822-02-01,5.144,2.004,Belgium
1822-03-01,8.359,1.365,Belgium
1822-04-01,9.868,1.27,Belgium
1822-05-01,15.473999999999998,2.197,Belgium
1822-06-01,19.281,1.756,Belgium
1822-07-01,17.801,0.948,Belgium
1822-08-01,17.002,2.985,Belgium
1822-09-01,13.412,1.991,Belgium
1822-10-01,11.225,1.227,Belgium
1822-11-01,7.807,1.85,Belgium
1822-12-01,-1.5330000000000001,3.995,Belgium
1823-01-01,-3.2910000000000004,1.617,Belgium
1823-02-01,3.411,2.712,Belgium
1823-03-01,5.409,2.0780000000000003,Belgium
1823-04-01,7.4529999999999985,3.277,Belgium
1823-05-01,14.177,1.958,Belgium
1823-06-01,14.282,2.701,Belgium
1823-07-01,16.355999999999998,1.3030000000000002,Belgium
1823-08-01,17.683,1.853,Belgium
1823-09-01,14.106,1.7,Belgium
1823-10-01,8.722999999999999,1.924,Belgium
1823-11-01,4.843999999999999,4.229,Belgium
1823-12-01,4.246,1.227,Belgium
1824-01-01,1.735,1.089,Belgium
1824-02-01,3.525,3.01,Belgium
1824-03-01,4.071000000000001,1.665,Belgium
1824-04-01,7.2620000000000005,2.597,Belgium
1824-05-01,11.657,1.747,Belgium
1824-06-01,15.447,3.393,Belgium
1824-07-01,17.454,4.949,Belgium
1824-08-01,16.956,2.765,Belgium
1824-09-01,15.321,2.393,Belgium
1824-10-01,9.623,1.453,Belgium
1824-11-01,7.36,2.07,Belgium
1824-12-01,5.388,4.089,Belgium
1825-01-01,2.678,2.604,Belgium
1825-02-01,2.773,1.968,Belgium
1825-03-01,3.478,2.918,Belgium
1825-04-01,9.803,3.228,Belgium
1825-05-01,13.23,0.758,Belgium
1825-06-01,16.122,0.642,Belgium
1825-07-01,18.527,3.093,Belgium
1825-08-01,17.473,2.951,Belgium
1825-09-01,15.959000000000001,2.312,Belgium
1825-10-01,10.384,2.252,Belgium
1825-11-01,6.167000000000001,2.53,Belgium
1825-12-01,4.837,0.919,Belgium
1826-01-01,-3.1339999999999995,1.707,Belgium
1826-02-01,4.254,1.857,Belgium
1826-03-01,5.795,2.009,Belgium
1826-04-01,8.703999999999999,3.788,Belgium
1826-05-01,12.157,2.391,Belgium
1826-06-01,17.267,2.63,Belgium
1826-07-01,19.672,1.4409999999999998,Belgium
1826-08-01,19.662,1.521,Belgium
1826-09-01,15.105,3.125,Belgium
1826-10-01,11.132,3.523,Belgium
1826-11-01,4.695,1.136,Belgium
1826-12-01,3.986,2.346,Belgium
1827-01-01,-1.3930000000000002,3.959,Belgium
1827-02-01,-2.883,1.393,Belgium
1827-03-01,5.858,2.3,Belgium
1827-04-01,9.93,4.477,Belgium
1827-05-01,13.854000000000001,3.326,Belgium
1827-06-01,16.121,2.137,Belgium
1827-07-01,18.374000000000002,1.531,Belgium
1827-08-01,16.61,2.13,Belgium
1827-09-01,14.585,1.03,Belgium
1827-10-01,10.614,1.013,Belgium
1827-11-01,3.62,0.966,Belgium
1827-12-01,5.682,4.008,Belgium
1828-01-01,3.012,2.7430000000000003,Belgium
1828-02-01,2.7939999999999996,2.5660000000000003,Belgium
1828-03-01,5.845999999999999,2.654,Belgium
1828-04-01,9.455,2.543,Belgium
1828-05-01,13.905,3.333,Belgium
1828-06-01,17.090999999999998,2.904,Belgium
1828-07-01,18.156,1.879,Belgium
1828-08-01,15.911,2.719,Belgium
1828-09-01,14.619000000000002,1.135,Belgium
1828-10-01,9.537,1.754,Belgium
1828-11-01,5.519,1.931,Belgium
1828-12-01,4.617,3.1180000000000003,Belgium
1829-01-01,-3.155,1.714,Belgium
1829-02-01,0.2619999999999996,3.606,Belgium
1829-03-01,3.9069999999999987,1.92,Belgium
1829-04-01,8.469,1.856,Belgium
1829-05-01,13.640999999999998,4.239,Belgium
1829-06-01,16.147000000000002,2.776,Belgium
1829-07-01,17.259999999999998,1.923,Belgium
1829-08-01,15.567,2.15,Belgium
1829-09-01,12.705,2.402,Belgium
1829-10-01,8.408000000000001,2.352,Belgium
1829-11-01,2.801,3.406,Belgium
1829-12-01,-4.3279999999999985,5.309,Belgium
1830-01-01,-3.897,3.406,Belgium
1830-02-01,-1.3360000000000003,1.676,Belgium
1830-03-01,6.845,1.121,Belgium
1830-04-01,10.338,1.675,Belgium
1830-05-01,13.774000000000001,1.37,Belgium
1830-06-01,15.039000000000001,3.629,Belgium
1830-07-01,18.132,2.307,Belgium
1830-08-01,16.157,2.908,Belgium
1830-09-01,12.599,3.3280000000000003,Belgium
1830-10-01,8.926,3.761,Belgium
1830-11-01,6.2700000000000005,2.219,Belgium
1830-12-01,0.8239999999999998,2.317,Belgium
1831-01-01,-0.3680000000000003,3.167,Belgium
1831-02-01,3.687,5.965,Belgium
1831-03-01,6.612,4.471,Belgium
1831-04-01,10.599,1.372,Belgium
1831-05-01,13.118,3.685,Belgium
1831-06-01,15.725999999999999,2.568,Belgium
1831-07-01,18.004,1.749,Belgium
1831-08-01,17.54,2.056,Belgium
1831-09-01,13.499,1.995,Belgium
1831-10-01,12.96,1.66,Belgium
1831-11-01,5.195,6.02,Belgium
1831-12-01,4.175,4.398,Belgium
1832-01-01,0.14800000000000013,2.418,Belgium
1832-02-01,1.605,2.519,Belgium
1832-03-01,4.376,2.131,Belgium
1832-04-01,9.195,3.711,Belgium
1832-05-01,11.62,2.517,Belgium
1832-06-01,15.504000000000001,2.277,Belgium
1832-07-01,16.644000000000002,3.123,Belgium
1832-08-01,17.514,2.334,Belgium
1832-09-01,13.408,3.116,Belgium
1832-10-01,9.562,2.242,Belgium
1832-11-01,4.3450000000000015,0.929,Belgium
1832-12-01,2.7539999999999996,5.271,Belgium
1833-01-01,-2.6010000000000004,3.649,Belgium
1833-02-01,5.2860000000000005,2.025,Belgium
1833-03-01,3.0699999999999994,2.991,Belgium
1833-04-01,7.938,2.165,Belgium
1833-05-01,16.339000000000002,1.597,Belgium
1833-06-01,17.15,2.213,Belgium
1833-07-01,16.787,1.703,Belgium
1833-08-01,14.806,1.862,Belgium
1833-09-01,13.014000000000001,1.106,Belgium
1833-10-01,9.623,1.584,Belgium
1833-11-01,5.105,1.569,Belgium
1833-12-01,5.818999999999999,3.055,Belgium
1834-01-01,5.792000000000001,2.673,Belgium
1834-02-01,2.633,3.164,Belgium
1834-03-01,5.691999999999998,2.366,Belgium
1834-04-01,7.737999999999999,2.9730000000000003,Belgium
1834-05-01,15.32,1.454,Belgium
1834-06-01,17.182000000000002,3.0010000000000003,Belgium
1834-07-01,20.34,1.905,Belgium
1834-08-01,19.201,1.778,Belgium
1834-09-01,16.215999999999998,3.339,Belgium
1834-10-01,10.407,1.612,Belgium
1834-11-01,5.545,2.6,Belgium
1834-12-01,3.319,1.719,Belgium
1835-01-01,2.03,2.352,Belgium
1835-02-01,4.427,2.103,Belgium
1835-03-01,4.831,2.0580000000000003,Belgium
1835-04-01,8.068,2.59,Belgium
1835-05-01,12.231,1.394,Belgium
1835-06-01,16.57,2.123,Belgium
1835-07-01,18.98,1.915,Belgium
1835-08-01,17.805999999999997,1.024,Belgium
1835-09-01,14.848,1.68,Belgium
1835-10-01,8.783000000000001,1.296,Belgium
1835-11-01,3.407,1.717,Belgium
1835-12-01,0.3729999999999998,1.933,Belgium
1836-01-01,1.015,1.197,Belgium
1836-02-01,2.011,2.278,Belgium
1836-03-01,7.879,0.944,Belgium
1836-04-01,7.696999999999999,0.986,Belgium
1836-05-01,11.263,1.654,Belgium
1836-06-01,16.864,1.356,Belgium
1836-07-01,17.79,1.838,Belgium
1836-08-01,17.009,1.813,Belgium
1836-09-01,13.02,2.722,Belgium
1836-10-01,10.3,5.6,Belgium
1836-11-01,5.422000000000001,1.971,Belgium
1836-12-01,3.321,2.955,Belgium
1837-01-01,1.1789999999999998,3.042,Belgium
1837-02-01,3.179,1.859,Belgium
1837-03-01,1.876,2.138,Belgium
1837-04-01,5.216999999999999,1.475,Belgium
1837-05-01,10.614999999999998,1.635,Belgium
1837-06-01,16.621,2.073,Belgium
1837-07-01,17.114,1.361,Belgium
1837-08-01,18.551,1.359,Belgium
1837-09-01,13.139000000000001,1.204,Belgium
1837-10-01,10.261,2.85,Belgium
1837-11-01,4.792,2.411,Belgium
1837-12-01,2.954,4.58,Belgium
1838-01-01,-6.01,3.103,Belgium
1838-02-01,-0.7730000000000001,1.412,Belgium
1838-03-01,4.9929999999999986,1.6,Belgium
1838-04-01,6.134,1.6469999999999998,Belgium
1838-05-01,12.932,0.8109999999999999,Belgium
1838-06-01,15.569,1.663,Belgium
1838-07-01,17.399,4.078,Belgium
1838-08-01,16.026,3.847,Belgium
1838-09-01,14.578,1.523,Belgium
1838-10-01,9.927,4.021,Belgium
1838-11-01,5.112,2.804,Belgium
1838-12-01,1.5329999999999997,2.645,Belgium
1839-01-01,1.031,1.779,Belgium
1839-02-01,2.693,1.92,Belgium
1839-03-01,3.7230000000000003,0.983,Belgium
1839-04-01,5.886999999999999,2.018,Belgium
1839-05-01,12.18,0.428,Belgium
1839-06-01,17.6,1.183,Belgium
1839-07-01,17.935,3.484,Belgium
1839-08-01,15.945,2.609,Belgium
1839-09-01,14.623,1.37,Belgium
1839-10-01,10.216,1.6840000000000002,Belgium
1839-11-01,6.769,2.084,Belgium
1839-12-01,3.9130000000000003,1.652,Belgium
1840-01-01,1.6849999999999998,2.32,Belgium
1840-02-01,2.044,2.221,Belgium
1840-03-01,2.2139999999999995,0.809,Belgium
1840-04-01,10.351,2.698,Belgium
1840-05-01,12.938,1.575,Belgium
1840-06-01,16.009,1.429,Belgium
1840-07-01,15.777000000000001,1.34,Belgium
1840-08-01,17.467,1.341,Belgium
1840-09-01,13.640999999999998,1.338,Belgium
1840-10-01,7.8210000000000015,2.124,Belgium
1840-11-01,6.449,3.144,Belgium
1840-12-01,-3.2160000000000006,2.065,Belgium
1841-01-01,-0.125,2.389,Belgium
1841-02-01,-0.1150000000000002,1.393,Belgium
1841-03-01,7.471999999999999,4.182,Belgium
1841-04-01,9.213,2.29,Belgium
1841-05-01,16.244,1.041,Belgium
1841-06-01,14.463,1.023,Belgium
1841-07-01,15.137,1.223,Belgium
1841-08-01,16.858,1.466,Belgium
1841-09-01,16.176,0.799,Belgium
1841-10-01,9.971,1.081,Belgium
1841-11-01,5.649,0.691,Belgium
1841-12-01,4.007,2.256,Belgium
1842-01-01,-2.37,1.949,Belgium
1842-02-01,2.562,2.014,Belgium
1842-03-01,6.090999999999998,2.3040000000000003,Belgium
1842-04-01,7.805999999999999,1.974,Belgium
1842-05-01,13.823,1.232,Belgium
1842-06-01,17.252,1.199,Belgium
1842-07-01,16.89,1.13,Belgium
1842-08-01,20.575,1.2990000000000002,Belgium
1842-09-01,14.04,1.238,Belgium
1842-10-01,7.055,1.238,Belgium
1842-11-01,3.2119999999999997,1.838,Belgium
1842-12-01,3.145,1.513,Belgium
1843-01-01,2.095,1.689,Belgium
1843-02-01,2.262,1.628,Belgium
1843-03-01,5.472,1.579,Belgium
1843-04-01,8.984,1.112,Belgium
1843-05-01,12.234000000000002,0.943,Belgium
1843-06-01,14.252,1.432,Belgium
1843-07-01,16.617,1.042,Belgium
1843-08-01,17.99,1.847,Belgium
1843-09-01,14.985,0.368,Belgium
1843-10-01,9.353,1.609,Belgium
1843-11-01,5.92,0.271,Belgium
1843-12-01,3.7539999999999996,3.012,Belgium
1844-01-01,0.903,0.92,Belgium
1844-02-01,0.6669999999999998,1.157,Belgium
1844-03-01,4.532,2.239,Belgium
1844-04-01,10.852,1.101,Belgium
1844-05-01,12.129000000000001,1.05,Belgium
1844-06-01,16.259,0.8140000000000001,Belgium
1844-07-01,15.935,1.044,Belgium
1844-08-01,14.636,2.959,Belgium
1844-09-01,14.53,0.764,Belgium
1844-10-01,9.33,0.759,Belgium
1844-11-01,5.832000000000001,0.648,Belgium
1844-12-01,-2.1940000000000004,1.192,Belgium
1845-01-01,1.256,1.753,Belgium
1845-02-01,-3.279,3.14,Belgium
1845-03-01,-0.9240000000000004,0.72,Belgium
1845-04-01,9.258,1.2990000000000002,Belgium
1845-05-01,10.448,1.564,Belgium
1845-06-01,17.039,1.425,Belgium
1845-07-01,17.325,1.0490000000000002,Belgium
1845-08-01,14.903,0.983,Belgium
1845-09-01,13.088,1.32,Belgium
1845-10-01,9.696,1.085,Belgium
1845-11-01,6.7620000000000005,1.124,Belgium
1845-12-01,3.93,2.229,Belgium
1846-01-01,3.802,2.093,Belgium
1846-02-01,5.558999999999998,1.625,Belgium
1846-03-01,6.603999999999999,1.5659999999999998,Belgium
1846-04-01,9.061,1.411,Belgium
1846-05-01,13.135,1.862,Belgium
1846-06-01,19.476,1.814,Belgium
1846-07-01,19.491,2.278,Belgium
1846-08-01,19.707,1.673,Belgium
1846-09-01,16.331,1.886,Belgium
1846-10-01,10.56,0.8440000000000001,Belgium
1846-11-01,4.613,1.897,Belgium
1846-12-01,-2.51,0.75,Belgium
1847-01-01,-0.6230000000000002,5.943,Belgium
1847-02-01,0.8849999999999998,0.88,Belgium
1847-03-01,4.065,2.614,Belgium
1847-04-01,6.180999999999999,1.283,Belgium
1847-05-01,15.032,0.988,Belgium
1847-06-01,14.68,1.836,Belgium
1847-07-01,19.188,1.462,Belgium
1847-08-01,18.22,1.27,Belgium
1847-09-01,12.224,0.913,Belgium
1847-10-01,9.704,0.835,Belgium
1847-11-01,6.537000000000001,0.873,Belgium
1847-12-01,1.3869999999999998,2.0580000000000003,Belgium
1848-01-01,-3.759,1.5,Belgium
1848-02-01,4.9110000000000005,1.175,Belgium
